-999	WindowSize
-999	OverlapSize
131178	NumberOfSNPs
480	NumberOfIndividuals
SET#	OFFSET	SET_ID	SET_SIZE
3163	2331462	C33H5.18	2
3164	2331723	C33H5.19	3
3165	2332114	C33H5.2	6
3166	2332895	C33H5.4	4
3167	2333416	C33H5.6	2
3168	2333677	C33H5.7	1
3169	2333808	C33H5.8	1
3170	2333939	C33H5.9	7
3171	2334850	C34B2.1	7
3172	2335761	C34B2.10	1
3173	2335892	C34B2.11	6
3174	2336673	C34B2.3	1
3175	2336804	C34B2.4	3
3176	2337195	C34B2.5	4
3177	2337716	C34B2.6	6
3178	2338497	C34B2.8	5
3179	2339148	C34B2.9	7
3180	2340059	C34B4.1	23
3181	2343050	C34B4.10	2
3182	2343311	C34B4.13	1
3183	2343442	C34B4.2	11
3184	2344873	C34B4.3	8
3185	2345914	C34B4.4	5
3186	2346565	C34B4.5	1
3187	2346696	C34B4.7	2
3188	2346957	C34B4.9	1
3189	2347088	C34B7.1	4
3190	2347609	C34B7.2	8
3191	2348650	C34B7.3	8
3192	2349691	C34B7.4	3
3193	2350082	C34C12.1	4
3194	2350603	C34C12.2	6
3195	2351384	C34C12.3	6
3196	2352165	C34C12.4	1
3197	2352296	C34C12.5	3
3198	2352687	C34C12.6	8
3199	2353728	C34C12.7	12
3200	2355289	C34C12.8	2
3201	2355550	C34C12.9	1
3202	2355681	C34C6.1	1
3203	2355812	C34C6.10	2
3204	2356073	C34C6.2	11
3205	2357504	C34C6.3	5
3206	2358155	C34C6.5	4
3207	2358676	C34C6.6	5
3208	2359327	C34C6.7	7
3209	2360238	C34C6.8	1
3210	2360369	C34C6.9	1
3211	2360500	C34D1.1	4
3212	2361021	C34D1.13	1
3213	2361152	C34D1.14	1
3214	2361283	C34D1.2	1
3215	2361414	C34D1.3	8
3216	2362455	C34D1.4	5
3217	2363106	C34D1.5	11
3218	2364537	C34D1.9	2
3219	2364798	C34D10.1	5
3220	2365449	C34D10.2	19
3221	2367920	C34D10.4	1
3222	2368051	C34D4.1	9
3223	2369222	C34D4.10	2
3224	2369483	C34D4.11	4
3225	2370004	C34D4.12	3
3226	2370395	C34D4.13	1
3227	2370526	C34D4.14	29
3228	2374297	C34D4.15	4
3229	2374818	C34D4.2	3
3230	2375209	C34D4.4	1
3231	2375340	C34D4.8	4
3232	2375861	C34D4.9	13
3233	2377552	C34E10.1	4
3234	2378073	C34E10.10	3
3235	2378464	C34E10.11	4
3236	2378985	C34E10.2	2
3237	2379246	C34E10.3	5
3238	2379897	C34E10.4	6
3239	2380678	C34E10.5	7
3240	2381589	C34E10.6	6
3241	2382370	C34E10.7	4
3242	2382891	C34E10.8	11
3243	2384322	C34E11.1	11
3244	2385753	C34E11.13	2
3245	2386014	C34E11.15	2
3246	2386275	C34E11.16	1
3247	2386406	C34E11.18	1
3248	2386537	C34E11.2	21
3249	2389268	C34E11.3	21
3250	2391999	C34E11.4	10
3251	2393300	C34E11.6	1
3252	2393431	C34E11.7	1
3253	2393562	C34E7.1	27
3254	2397073	C34E7.3	3
3255	2397464	C34E7.4	6
3256	2398245	C34E7.6	2
3257	2398506	C34E7.7	2
3258	2398767	C34F11.1	1
3259	2398898	C34F11.10	1
3260	2399029	C34F11.14	1
3261	2399160	C34F11.3	12
3262	2400721	C34F11.5	5
3263	2401372	C34F11.6	1
3264	2401503	C34F11.9	19
3265	2403974	C34F6.1	12
3266	2405535	C34F6.10	16
3267	2407616	C34F6.11	2
3268	2407877	C34F6.12	1
3269	2408008	C34F6.13	1
3270	2408139	C34F6.16	1
3271	2408270	C34F6.2	3
3272	2408661	C34F6.3	3
3273	2409052	C34F6.4	11
3274	2410483	C34F6.5	1
3275	2410614	C34F6.7	14
3276	2412435	C34F6.8	6
3277	2413216	C34F6.9	19
3278	2415687	C34G6.1	20
3279	2418288	C34G6.2	8
3280	2419329	C34G6.4	16
3281	2421410	C34G6.5	1
3282	2421541	C34G6.6	8
3283	2422582	C34G6.7	5
3284	2423233	C34G6.9	2
3285	2423494	C34H3.1	16
3286	2425575	C34H3.2	2
3287	2425836	C34H3.20	1
3288	2425967	C34H3.4	7
3289	2426878	C34H3.5	1
3290	2427009	C34H3.6	1
3291	2427140	C34H3.7	2
3292	2427401	C34H4.1	6
3293	2428182	C34H4.2	4
3294	2428703	C34H4.3	2
3295	2428964	C34H4.4	1
3296	2429095	C34H4.5	20
3297	2431696	C35A11.1	9
3298	2432867	C35A11.2	6
3299	2433648	C35A11.3	16
3300	2435729	C35A11.4	12
3301	2437290	C35A5.1	3
3302	2437681	C35A5.10	3
3303	2438072	C35A5.11	2
3304	2438333	C35A5.14	1
3305	2438464	C35A5.2	5
3306	2439115	C35A5.3	3
3307	2439506	C35A5.4	10
3308	2440807	C35A5.5	5
3309	2441458	C35A5.6	3
3310	2441849	C35A5.7	6
3311	2442630	C35A5.8	7
3312	2443541	C35A5.9	3
3313	2443932	C35B1.1	1
3314	2444063	C35B1.2	23
3315	2447054	C35B1.5	1
3316	2447185	C35B1.7	1
3317	2447316	C35B1.8	4
3318	2447837	C35B8.1	4
3319	2448358	C35B8.2	38
3320	2453299	C35B8.3	14
3321	2455120	C35B8.4	2
3322	2455381	C35C5.1	18
3323	2457722	C35C5.10	18
3324	2460063	C35C5.11	5
3325	2460714	C35C5.15	2
3326	2460975	C35C5.18	1
3327	2461106	C35C5.2	8
3328	2462147	C35C5.3	6
3329	2462928	C35C5.4	4
3330	2463449	C35C5.5	6
3331	2464230	C35C5.6	28
3332	2467871	C35C5.8	4
3333	2468392	C35D10.1	2
3334	2468653	C35D10.12	1
3335	2468784	C35D10.13	2
3336	2469045	C35D10.14	1
3337	2469176	C35D10.15	4
3338	2469697	C35D10.16	2
3339	2469958	C35D10.18	1
3340	2470089	C35D10.19	1
3341	2470220	C35D10.2	4
3342	2470741	C35D10.3	1
3343	2470872	C35D10.4	4
3344	2471393	C35D10.5	2
3345	2471654	C35D10.6	5
3346	2472305	C35D10.7	7
3347	2473216	C35D10.8	2
3348	2473477	C35D10.9	8
3349	2474518	C35D6.10	5
3350	2475169	C35D6.105	1
3351	2475300	C35D6.4	1
3352	2475431	C35D6.53	1
3353	2475562	C35D6.55	1
3354	2475693	C35D6.79	1
3355	2475824	C35D6.97	1
3356	2475955	C35E7.1	11
3357	2477386	C35E7.10	5
3358	2478037	C35E7.11	1
3359	2478168	C35E7.2	7
3360	2479079	C35E7.3	8
3361	2480120	C35E7.4	6
3362	2480901	C35E7.5	16
3363	2482982	C35E7.6	2
3364	2483243	C35E7.7	1
3365	2483374	C35E7.8	4
3366	2483895	C35E7.9	8
3367	2484936	C35E7.t1	1
3368	2485067	C36A4.1	6
3369	2485848	C36A4.10	1
3370	2485979	C36A4.11	2
3371	2486240	C36A4.2	1
3372	2486371	C36A4.3	1
3373	2486502	C36A4.4	2
3374	2486763	C36A4.5	8
3375	2487804	C36A4.6	6
3376	2488585	C36A4.8	17
3377	2490796	C36A4.9	8
3378	2491837	C36B1.1	31
3379	2495868	C36B1.10	8
3380	2496909	C36B1.11	5
3381	2497560	C36B1.12	9
3382	2498731	C36B1.13	2
3383	2498992	C36B1.14	2
3384	2499253	C36B1.3	3
3385	2499644	C36B1.4	3
3386	2500035	C36B1.5	2
3387	2500296	C36B1.6	3
3388	2500687	C36B1.7	1
3389	2500818	C36B1.8	8
3390	2501859	C36B1.9	1
3391	2501990	C36B7.1	6
3392	2502771	C36B7.2	6
3393	2503552	C36B7.3	1
3394	2503683	C36B7.4	7
3395	2504594	C36B7.5	18
3396	2506935	C36B7.6	9
3397	2508106	C36B7.7	2
3398	2508367	C36B7.8	6
3399	2509148	C36C5.10	3
3400	2509539	C36C5.11	5
3401	2510190	C36C5.12	1
3402	2510321	C36C5.14	2
3403	2510582	C36C5.15	1
3404	2510713	C36C5.2	4
3405	2511234	C36C5.3	4
3406	2511755	C36C5.4	4
3407	2512276	C36C5.5	2
3408	2512537	C36C5.6	2
3409	2512798	C36C5.7	6
3410	2513579	C36C5.8	1
3411	2513710	C36C5.9	6
3412	2514491	C36C9.1	7
3413	2515402	C36C9.2	10
3414	2516703	C36C9.3	5
3415	2517354	C36C9.4	2
3416	2517615	C36C9.5	11
3417	2519046	C36E6.1	9
3418	2520217	C36E6.2	7
3419	2521128	C36E6.3	3
3420	2521519	C36E6.5	2
3421	2521780	C36E6.8	4
3422	2522301	C36E8.1	5
3423	2522952	C36E8.10	1
3424	2523083	C36E8.2	6
3425	2523864	C36E8.3	8
3426	2524905	C36E8.4	10
3427	2526206	C36E8.5	2
3428	2526467	C36E8.6	1
3429	2526598	C36F7.1	6
3430	2527379	C36F7.11	1
3431	2527510	C36F7.15	1
3432	2527641	C36F7.16	1
3433	2527772	C36F7.2	37
3434	2532583	C36F7.22	1
3435	2532714	C36F7.4	11
3436	2534145	C36F7.5	2
3437	2534406	C36F7.t3	2
3438	2534667	C36H8.1	8
3439	2535708	C36H8.2	7
3440	2536619	C36H8.3	7
3441	2537530	C37A2.2	24
3442	2540651	C37A2.3	4
3443	2541172	C37A2.4	7
3444	2542083	C37A2.5	6
3445	2542864	C37A2.6	4
3446	2543385	C37A2.7	1
3447	2543516	C37A2.8	6
3448	2544297	C37A5.1	10
3449	2545598	C37A5.11	4
3450	2546119	C37A5.14	1
3451	2546250	C37A5.2	1
3452	2546381	C37A5.3	1
3453	2546512	C37A5.4	1
3454	2546643	C37A5.7	4
3455	2547164	C37A5.8	2
3456	2547425	C37A5.9	12
3457	2548986	C37C3.1	7
3458	2549897	C37C3.10	6
3459	2550678	C37C3.11	3
3460	2551069	C37C3.12	3
3461	2551460	C37C3.13	1
3462	2551591	C37C3.2	8
3463	2552632	C37C3.3	3
3464	2553023	C37C3.4	3
3465	2553414	C37C3.6	30
3466	2557315	C37C3.7	3
3467	2557706	C37C3.8	3
3468	2558097	C37C3.9	1
3469	2558228	C37E2.1	8
3470	2559269	C37E2.2	6
3471	2560050	C37E2.3	4
3472	2560571	C37E2.4	5
3473	2561222	C37E2.5	20
3474	2563823	C37E2.8	2
3475	2564084	C37E2.9	1
3476	2564215	C37F5.1	39
3477	2569286	C37H5.1	4
3478	2569807	C37H5.10	1
3479	2569938	C37H5.11	4
3480	2570459	C37H5.13	9
3481	2571630	C37H5.14	5
3482	2572281	C37H5.16	1
3483	2572412	C37H5.2	5
3484	2573063	C37H5.3	9
3485	2574234	C37H5.4	2
3486	2574495	C37H5.5	16
3487	2576576	C37H5.6	8
3488	2577617	C37H5.8	5
3489	2578268	C37H5.9	8
3490	2579309	C38C10.1	7
3491	2580220	C38C10.2	3
3492	2580611	C38C10.3	1
3493	2580742	C38C10.5	21
3494	2583473	C38C3.1	6
3495	2584254	C38C3.2	1
3496	2584385	C38C3.3	5
3497	2585036	C38C3.4	3
3498	2585427	C38C3.5	16
3499	2587508	C38C3.6	1
3500	2587639	C38C3.7	8
3501	2588680	C38C3.8	5
3502	2589331	C38C3.9	2
3503	2589592	C38C5.1	4
3504	2590113	C38C5.3	1
3505	2590244	C38C6.2	8
3506	2591285	C38C6.3	2
3507	2591546	C38C6.4	7
3508	2592457	C38C6.5	5
3509	2593108	C38C6.6	4
3510	2593629	C38D4.1	3
3511	2594020	C38D4.3	16
3512	2596101	C38D4.4	2
3513	2596362	C38D4.5	14
3514	2598183	C38D4.6	3
3515	2598574	C38D4.7	1
3516	2598705	C38D4.8	2
3517	2598966	C38D4.9	5
3518	2599617	C38D9.1	7
3519	2600528	C38D9.2	14
3520	2602349	C38D9.4	2
3521	2602610	C38D9.5	18
3522	2604951	C38D9.6	2
3523	2605212	C38D9.7	6
3524	2605993	C38D9.8	6
3525	2606774	C38D9.9	3
3526	2607165	C38H2.1	17
3527	2609376	C38H2.2	7
3528	2610287	C38H2.3	3
3529	2610678	C39B10.1	7
3530	2611589	C39B10.2	12
3531	2613150	C39B10.3	2
3532	2613411	C39B10.4	1
3533	2613542	C39B10.6	1
3534	2613673	C39B10.7	4
3535	2614194	C39B5.1	9
3536	2615365	C39B5.10	2
3537	2615626	C39B5.11	4
3538	2616147	C39B5.12	3
3539	2616538	C39B5.14	8
3540	2617579	C39B5.2	5
3541	2618230	C39B5.3	7
3542	2619141	C39B5.4	1
3543	2619272	C39B5.5	3
3544	2619663	C39B5.6	14
3545	2621484	C39B5.7	3
3546	2621875	C39B5.8	4
3547	2622396	C39B5.9	5
3548	2623047	C39D10.11	9
3549	2624218	C39D10.13	1
3550	2624349	C39D10.2	5
3551	2625000	C39D10.3	10
3552	2626301	C39D10.5	5
3553	2626952	C39D10.6	2
3554	2627213	C39D10.7	14
3555	2629034	C39D10.8	2
3556	2629295	C39D10.9	2
3557	2629556	C39E6.1	20
3558	2632157	C39E6.10	1
3559	2632288	C39E6.4	9
3560	2633459	C39E6.6	2
3561	2633720	C39E6.9	1
3562	2633851	C39E9.10	4
3563	2634372	C39E9.11	4
3564	2634893	C39E9.12	3
3565	2635284	C39E9.13	6
3566	2636065	C39E9.14	5
3567	2636716	C39E9.2	6
3568	2637497	C39E9.3	6
3569	2638278	C39E9.4	3
3570	2638669	C39E9.5	1
3571	2638800	C39E9.6	2
3572	2639061	C39E9.7	9
3573	2640232	C39E9.8	3
3574	2640623	C39E9.9	5
3575	2641274	C39F7.1	4
3576	2641795	C39F7.2	31
3577	2645826	C39F7.4	1
3578	2645957	C39F7.5	20
3579	2648558	C39F7.7	1
3580	2648689	C39F7.8	1
3581	2648820	C39H7.1	7
3582	2649731	C39H7.14	1
3583	2649862	C39H7.18	1
3584	2649993	C39H7.4	3
3585	2650384	C39H7.5	1
3586	2650515	C39H7.6	2
3587	2650776	C39H7.69	1
3588	2650907	C39H7.7	3
3589	2651298	C39H7.8	5
3590	2651949	C39H7.9	8
3591	2652990	C40A11.10	1
3592	2653121	C40A11.2	2
3593	2653382	C40A11.3	3
3594	2653773	C40A11.4	2
3595	2654034	C40A11.5	4
3596	2654555	C40A11.6	5
3597	2655206	C40A11.7	3
3598	2655597	C40C9.1	3
3599	2655988	C40C9.10	1
3600	2656119	C40C9.13	1
3601	2656250	C40C9.16	1
3602	2656381	C40C9.2	9
3603	2657552	C40C9.3	2
3604	2657813	C40C9.5	10
3605	2659114	C40D2.1	2
3606	2659375	C40D2.2	4
3607	2659896	C40D2.3	2
3608	2660157	C40D2.4	1
3609	2660288	C40H1.1	5
3610	2660939	C40H1.2	3
3611	2661330	C40H1.3	4
3612	2661851	C40H1.6	3
3613	2662242	C40H1.7	6
3614	2663023	C40H1.8	6
3615	2663804	C40H1.9	6
3616	2664585	C40H5.14	1
3617	2664716	C40H5.15	1
3618	2664847	C40H5.2	3
3619	2665238	C40H5.4	17
3620	2667449	C40H5.5	9
3621	2668620	C40H5.7	2
3622	2668881	C40H5.t1	1
3623	2669012	C41A3.1	64
3624	2677333	C41A3.2	20
3625	2679934	C41A3.9	1
3626	2680065	C41C4.10	8
3627	2681106	C41C4.2	3
3628	2681497	C41C4.3	8
3629	2682538	C41C4.4	21
3630	2685269	C41C4.5	7
3631	2686180	C41C4.6	9
3632	2687351	C41C4.7	1
3633	2687482	C41C4.8	8
3634	2688523	C41D11.1	14
3635	2690344	C41D11.3	4
3636	2690865	C41D11.4	2
3637	2691126	C41D11.5	5
3638	2691777	C41D11.6	5
3639	2692428	C41D11.7	10
3640	2693729	C41D11.8	3
3641	2694120	C41D11.9	6
3642	2694901	C41D7.1	1
3643	2695032	C41D7.2	11
3644	2696463	C41G11.1	10
3645	2697764	C41G11.13	1
3646	2697895	C41G11.15	1
3647	2698026	C41G11.18	1
3648	2698157	C41G11.3	28
3649	2701798	C41G11.4	18
3650	2704139	C41G11.9	1
3651	2704270	C41G6.10	7
3652	2705181	C41G6.11	3
3653	2705572	C41G6.14	2
3654	2705833	C41G6.15	2
3655	2706094	C41G6.2	4
3656	2706615	C41G6.3	2
3657	2706876	C41G6.5	4
3658	2707397	C41G6.6	3
3659	2707788	C41G6.7	2
3660	2708049	C41G6.8	3
3661	2708440	C41G6.9	1
3662	2708571	C41G7.1	1
3663	2708702	C41G7.11	1
3664	2708833	C41G7.15	1
3665	2708964	C41G7.2	6
3666	2709745	C41G7.3	3
3667	2710136	C41G7.4	7
3668	2711047	C41G7.5	18
3669	2713388	C41G7.6	4
3670	2713909	C41G7.7	10
3671	2715210	C41G7.8	7
3672	2716121	C41H7.1	2
3673	2716382	C41H7.10	1
3674	2716513	C41H7.2	3
3675	2716904	C41H7.3	1
3676	2717035	C41H7.4	3
3677	2717426	C41H7.5	3
3678	2717817	C41H7.6	6
3679	2718598	C41H7.7	7
3680	2719509	C41H7.8	3
3681	2719900	C42C1.1	3
3682	2720291	C42C1.10	14
3683	2722112	C42C1.11	4
3684	2722633	C42C1.13	1
3685	2722764	C42C1.14	2
3686	2723025	C42C1.15	3
3687	2723416	C42C1.2	7
3688	2724327	C42C1.3	1
3689	2724458	C42C1.4	9
3690	2725629	C42C1.5	4
3691	2726150	C42C1.6	1
3692	2726281	C42C1.7	13
3693	2727972	C42C1.8	12
3694	2729533	C42C1.9	4
3695	2730054	C42D4.1	4
3696	2730575	C42D4.11	3
3697	2730966	C42D4.13	1
3698	2731097	C42D4.17	1
3699	2731228	C42D4.2	3
3700	2731619	C42D4.3	2
3701	2731880	C42D4.8	6
3702	2732661	C42D4.9	2
3703	2732922	C42D8.1	6
3704	2733703	C42D8.10	1
3705	2733834	C42D8.11	1
3706	2733965	C42D8.12	1
3707	2734096	C42D8.13	1
3708	2734227	C42D8.16	1
3709	2734358	C42D8.2	21
3710	2737089	C42D8.3	13
3711	2738780	C42D8.4	3
3712	2739171	C42D8.5	17
3713	2741382	C42D8.8	12
3714	2742943	C42D8.9	2
3715	2743204	C43C3.1	12
3716	2744765	C43C3.2	8
3717	2745806	C43C3.3	6
3718	2746587	C43C3.6	1
3719	2746718	C43D7.15	1
3720	2746849	C43D7.2	2
3721	2747110	C43D7.5	1
3722	2747241	C43D7.6	3
3723	2747632	C43D7.7	1
3724	2747763	C43D7.9	9
3725	2748934	C43E11.1	9
3726	2750105	C43E11.10	6
3727	2750886	C43E11.11	14
3728	2752707	C43E11.2	1
3729	2752838	C43E11.3	19
3730	2755309	C43E11.4	2
3731	2755570	C43E11.5	5
3732	2756221	C43E11.6	18
3733	2758562	C43E11.7	5
3734	2759213	C43E11.8	12
3735	2760774	C43E11.9	1
3736	2760905	C43F9.10	6
3737	2761686	C43F9.11	5
3738	2762337	C43F9.15	1
3739	2762468	C43F9.4	1
3740	2762599	C43F9.5	3
3741	2762990	C43F9.6	5
3742	2763641	C43F9.7	1
3743	2763772	C43F9.8	7
3744	2764683	C43F9.9	7
3745	2765594	C43G2.1	5
3746	2766245	C43G2.2	6
3747	2767026	C43G2.28	1
3748	2767157	C43G2.3	1
3749	2767288	C43G2.4	7
3750	2768199	C43G2.5	9
3751	2769370	C43H6.1	7
3752	2770281	C43H6.3	1
3753	2770412	C43H6.4	11
3754	2771843	C43H6.6	9
3755	2773014	C43H6.7	4
3756	2773535	C43H6.8	1
3757	2773666	C43H6.9	8
3758	2774707	C43H8.1	2
3759	2774968	C43H8.2	3
3760	2775359	C44B11.1	5
3761	2776010	C44B11.3	14
3762	2777831	C44B11.4	6
3763	2778612	C44B12.1	3
3764	2779003	C44B12.10	1
3765	2779134	C44B12.2	14
3766	2780955	C44B12.3	2
3767	2781216	C44B12.4	12
3768	2782777	C44B12.5	5
3769	2783428	C44B12.6	10
3770	2784729	C44B12.8	5
3771	2785380	C44B12.9	4
3772	2785901	C44B7.1	2
3773	2786162	C44B7.10	5
3774	2786813	C44B7.11	11
3775	2788244	C44B7.12	4
3776	2788765	C44B7.16	1
3777	2788896	C44B7.17	1
3778	2789027	C44B7.2	10
3779	2790328	C44B7.3	5
3780	2790979	C44B7.4	4
3781	2791500	C44B7.5	4
3782	2792021	C44B7.6	5
3783	2792672	C44B7.8	5
3784	2793323	C44B7.9	5
3785	2793974	C44B9.1	14
3786	2795795	C44B9.2	12
3787	2797356	C44B9.3	5
3788	2798007	C44B9.4	17
3789	2800218	C44B9.5	9
3790	2801389	C44B9.6	2
3791	2801650	C44C1.1	2
3792	2801911	C44C1.2	3
3793	2802302	C44C1.3	5
3794	2802953	C44C1.4	11
3795	2804384	C44C1.5	5
3796	2805035	C44C1.6	1
3797	2805166	C44C10.1	5
3798	2805817	C44C10.10	1
3799	2805948	C44C10.11	5
3800	2806599	C44C10.12	1
3801	2806730	C44C10.14	1
3802	2806861	C44C10.15	3
3803	2807252	C44C10.3	5
3804	2807903	C44C10.4	6
3805	2808684	C44C10.5	1
3806	2808815	C44C10.6	1
3807	2808946	C44C10.7	4
3808	2809467	C44C10.8	1
3809	2809598	C44C10.9	4
3810	2810119	C44C11.1	18
3811	2812460	C44C11.5	1
3812	2812591	C44C11.6	1
3813	2812722	C44C3.1	5
3814	2813373	C44C3.11	1
3815	2813504	C44C3.2	2
3816	2813765	C44C3.3	2
3817	2814026	C44C3.5	5
3818	2814677	C44C3.6	1
3819	2814808	C44C3.7	5
3820	2815459	C44C3.9	1
3821	2815590	C44C8.6	14
3822	2817411	C44E12.1	6
3823	2818192	C44E12.3	15
3824	2820143	C44E12.4	1
3825	2820274	C44E4.1	16
3826	2822355	C44E4.2	3
3827	2822746	C44E4.3	7
3828	2823657	C44E4.4	5
3829	2824308	C44E4.5	3
3830	2824699	C44E4.6	1
3831	2824830	C44E4.7	6
3832	2825611	C44F1.1	15
3833	2827562	C44F1.2	5
3834	2828213	C44F1.3	4
3835	2828734	C44F1.5	22
3836	2831595	C44H4.1	7
3837	2832506	C44H4.2	5
3838	2833157	C44H4.3	12
3839	2834718	C44H4.4	27
3840	2838229	C44H4.5	6
3841	2839010	C44H4.6	7
3842	2839921	C44H4.7	23
3843	2842912	C44H4.8	1
3844	2843043	C44H9.1	8
3845	2844084	C44H9.2	2
3846	2844345	C44H9.4	12
3847	2845906	C44H9.5	8
3848	2846947	C44H9.6	6
3849	2847728	C44H9.7	2
3850	2847989	C45B11.1	7
3851	2848900	C45B11.2	1
3852	2849031	C45B11.3	5
3853	2849682	C45B11.4	4
3854	2850203	C45B11.5	3
3855	2850594	C45B11.6	2
3856	2850855	C45B2.10	1
3857	2850986	C45B2.14	1
3858	2851117	C45B2.17	1
3859	2851248	C45B2.3	1
3860	2851379	C45B2.4	24
3861	2854500	C45B2.5	3
3862	2854891	C45B2.6	9
3863	2856062	C45B2.7	10
3864	2857363	C45E1.1	13
3865	2859054	C45E1.4	20
3866	2861655	C45E1.5	5
3867	2862306	C45E5.1	9
3868	2863477	C45E5.17	1
3869	2863608	C45E5.2	9
3870	2864779	C45E5.3	5
3871	2865430	C45E5.4	5
3872	2866081	C45E5.51	1
3873	2866212	C45E5.53	1
3874	2866343	C45E5.6	15
3875	2868294	C45G3.1	11
3876	2869725	C45G3.3	1
3877	2869856	C45G3.4	9
3878	2871027	C45G3.5	12
3879	2872588	C45G7.2	2
3880	2872849	C45G7.3	2
3881	2873110	C45G7.4	11
3882	2874541	C45G7.5	51
3883	2881172	C45G9.1	2
3884	2881433	C45G9.10	8
3885	2882474	C45G9.11	6
3886	2883255	C45G9.12	1
3887	2883386	C45G9.13	1
3888	2883517	C45G9.14	3
3889	2883908	C45G9.15	3
3890	2884299	C45G9.2	1
3891	2884430	C45G9.4	1
3892	2884561	C45G9.6	7
3893	2885472	C45G9.7	3
3894	2885863	C45G9.8	2
3895	2886124	C45G9.9	2
3896	2886385	C45H4.1	6
3897	2887166	C45H4.10	2
3898	2887427	C45H4.11	2
3899	2887688	C45H4.12	3
3900	2888079	C45H4.13	6
3901	2888860	C45H4.14	4
3902	2889381	C45H4.15	6
3903	2890162	C45H4.16	1
3904	2890293	C45H4.17	7
3905	2891204	C45H4.18	6
3906	2891985	C45H4.2	6
3907	2892766	C45H4.3	6
3908	2893547	C45H4.6	3
3909	2893938	C45H4.7	2
3910	2894199	C45H4.8	2
3911	2894460	C45H4.9	2
3912	2894721	C46A5.1	6
3913	2895502	C46A5.14	1
3914	2895633	C46A5.2	2
3915	2895894	C46A5.3	4
3916	2896415	C46A5.4	9
3917	2897586	C46A5.5	3
3918	2897977	C46A5.6	5
3919	2898628	C46A5.8	4
3920	2899149	C46A5.9	6
3921	2899930	C46C11.1	9
3922	2901101	C46C11.2	5
3923	2901752	C46C11.3	6
3924	2902533	C46C11.4	5
3925	2903184	C46C2.1	14
3926	2905005	C46C2.12	2
3927	2905266	C46C2.2	8
3928	2906307	C46C2.3	3
3929	2906698	C46C2.5	2
3930	2906959	C46C2.6	4
3931	2907480	C46C2.7	3
3932	2907871	C46E1.2	15
3933	2909822	C46E1.3	19
3934	2912293	C46E10.1	4
3935	2912814	C46E10.10	2
3936	2913075	C46E10.2	1
3937	2913206	C46E10.3	4
3938	2913727	C46E10.4	6
3939	2914508	C46E10.5	6
3940	2915289	C46E10.6	5
3941	2915940	C46E10.7	6
3942	2916721	C46E10.8	4
3943	2917242	C46E10.9	7
3944	2918153	C46F11.1	8
3945	2919194	C46F11.2	7
3946	2920105	C46F11.3	3
3947	2920496	C46F11.4	13
3948	2922187	C46F11.5	4
3949	2922708	C46F11.6	5
3950	2923359	C46F2.1	6
3951	2924140	C46F4.1	11
3952	2925571	C46F4.2	19
3953	2928042	C46F4.3	2
3954	2928303	C46F9.1	7
3955	2929214	C46F9.2	4
3956	2929735	C46F9.3	5
3957	2930386	C46F9.4	1
3958	2930517	C46G7.1	4
3959	2931038	C46G7.2	3
3960	2931429	C46G7.3	7
3961	2932340	C46G7.4	28
3962	2935981	C46G7.5	1
3963	2936112	C46G7.81	1
3964	2936243	C46G7.87	1
3965	2936374	C46H11.10	6
3966	2937155	C46H11.11	29
3967	2940926	C46H11.2	7
3968	2941837	C46H11.3	1
3969	2941968	C46H11.4	27
3970	2945479	C46H11.6	4
3971	2946000	C46H11.7	6
3972	2946781	C46H11.8	1
3973	2946912	C46H11.9	3
3974	2947303	C46H3.1	2
3975	2947564	C46H3.2	16
3976	2949645	C46H3.3	8
3977	2950686	C47A10.1	34
3978	2955107	C47A10.10	3
3979	2955498	C47A10.11	5
3980	2956149	C47A10.12	10
3981	2957450	C47A10.2	5
3982	2958101	C47A10.3	9
3983	2959272	C47A10.4	8
3984	2960313	C47A10.5	3
3985	2960704	C47A10.6	7
3986	2961615	C47A10.7	4
3987	2962136	C47A10.8	4
3988	2962657	C47A10.9	4
3989	2963178	C47A4.1	2
3990	2963439	C47A4.101	1
3991	2963570	C47A4.15	1
3992	2963701	C47A4.2	3
3993	2964092	C47A4.3	4
3994	2964613	C47A4.32	1
3995	2964744	C47A4.67	1
3996	2964875	C47A4.68	1
3997	2965006	C47B2.1	1
3998	2965137	C47B2.2	5
3999	2965788	C47B2.3	7
4000	2966699	C47B2.4	2
4001	2966960	C47B2.5	5
4002	2967611	C47B2.6	7
4003	2968522	C47B2.7	6
4004	2969303	C47B2.8	1
4005	2969434	C47C12.2	2
4006	2969695	C47C12.3	9
4007	2970866	C47C12.4	2
4008	2971127	C47C12.6	28
4009	2974768	C47C12.9	5
4010	2975419	C47D12.1	29
4011	2979190	C47D12.2	10
4012	2980491	C47D12.3	3
4013	2980882	C47D12.4	1
4014	2981013	C47D12.5	5
4015	2981664	C47D12.6	3
4016	2982055	C47D12.7	9
4017	2983226	C47D12.8	10
4018	2984527	C47D12.9	1
4019	2984658	C47D2.1	1
4020	2984789	C47D2.2	5
4021	2985440	C47E12.1	3
4022	2985831	C47E12.10	6
4023	2986612	C47E12.11	2
4024	2986873	C47E12.12	3
4025	2987264	C47E12.14	4
4026	2987785	C47E12.2	1
4027	2987916	C47E12.3	2
4028	2988177	C47E12.4	6
4029	2988958	C47E12.5	7
4030	2989869	C47E12.6	8
4031	2990910	C47E12.7	2
4032	2991171	C47E12.8	4
